Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
New Dialogue Database,,,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Conversations
ID,Title,Description,Actor,Conversant,Overrides
68_Player_3,68,3,1,9,,"Say, “You can have some of my blue gems when I’m done.”",You can have some of my blue gems when I’m done.,False,Block,Normal,,,,,{{omit}},{{omit}},121;175
68_Player_4,68,4,1,9,OnTimeout,Keep working on your own pixel art.,,False,Block,Normal,,,,,{{omit}},{{omit}},237;121
68_Player_5,68,5,1,9,,"Say, “I’m not sharing! It’s not my fault you don’t have one.”",I’m not sharing! It’s not my fault you don’t have one.,False,Block,Normal,,,,,{{omit}},{{omit}},370;174
68_Leo_6,68,6,9,1,,,Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},28;246
68_Leo_7,68,7,9,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},225;237
69_Leo_0,69,0,9,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
69_Leo_1,69,1,9,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
70_Luis_0,70,0,4,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
70_Luis_1,70,1,4,1,,,I wish I was back at my old school. The only reason I had to move here was because I got held back a grade and my mom said this school was better…Don’t tell anyone!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
71_Emma_0,71,0,11,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},254;21
71_Emma_1,71,1,11,1,,,What did that new kid say?,False,Block,Normal,,,,,{{omit}},{{omit}},251;67
71_Player_2,71,2,1,11,OnTimeout,Shrug and continue your work.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
71_Player_4,71,4,1,11,,"Say, “Oh nothing. Show me your art.”",Oh nothing. Show me your art.,False,Block,Normal,,,,,{{omit}},{{omit}},248;116
71_Player_5,71,5,1,11,,Say “They got held back so they’re doing our grade again.” ,They got held back so they’re doing our grade again.,False,Block,Normal,,,,,{{omit}},{{omit}},337;169
71_Player_6,71,6,1,11,,"Say, “I’m sorry I can’t tell you because they said it was a secret.”",I’m sorry I can’t tell you because they said it was a secret.,False,Block,Normal,,,,,{{omit}},{{omit}},433;117
72_Teacher_0,72,0,12,5,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
72_Teacher_1,72,1,12,5,,,"Jason and Sofia, can I see you both for a minute?",False,Block,Normal,,,,,{{omit}},{{omit}},30;70
73_Sofia_0,73,0,5,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},224;19
73_Sofia_1,73,1,5,1,,,"Ugh, I bet the teacher wants to talk to me about my history quiz. I only got 2 right! I’m so embarrassed!",False,Block,Normal,,,,,{{omit}},{{omit}},228;71
73_Player_2,73,2,1,5,,"Reply to Sofia, “Don’t worry, I won’t tell anyone.”","Don’t worry, I won’t tell anyone.",False,Block,Normal,,,,,{{omit}},{{omit}},31;119
73_Player_3,73,3,1,5,,"Reply to Sofia, “Wow, you did really bad!”","Wow, you did really bad!",False,Block,Normal,,,,,{{omit}},{{omit}},105;186
73_Player_4,73,4,1,5,OnTimeout,"Reply to Sofia, “Oh no! I'm sorry” ",Oh no! I'm sorry.,False,Block,Normal,,,,,{{omit}},{{omit}},224;121
73_Player_5,73,5,1,14,,"Quietly say to the kid beside you, “Can you believe Sofia did so bad on such an easy quiz?”",Can you believe Sofia did so bad on such an easy quiz?,False,Block,Normal,,,,,{{omit}},{{omit}},326;186
73_Player_6,73,6,1,14,,"Quietly say to the kid beside you, “What grade did you get on the quiz?”",What grade did you get on the quiz?,False,Block,Normal,,,,,{{omit}},{{omit}},423;128
73_Sofia_7,73,7,5,1,,,"Yeah, I know.",False,Block,Normal,,,,,{{omit}},{{omit}},105;236
73_Zoe_8,73,8,14,1,,,Wow. ,False,Block,Normal,,,,,{{omit}},{{omit}},326;236
73_Zoe_9,73,9,14,1,,,I missed two. ,False,Block,Normal,,,,,{{omit}},{{omit}},513;176
74_Zoe_0,74,0,14,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},189;54
74_Zoe_1,74,1,14,1,,,"Speaking of the history quiz, I heard that Min used her phone to cheat. There’s no way she got a 30 on her own.",False,Block,Normal,,,,,{{omit}},{{omit}},189;125
74_Player_2,74,2,1,14,,Change the conversation topic.,"Hey, can I see your art project?",False,Block,Normal,,,,,{{omit}},{{omit}},17;213
74_Player_3,74,3,1,14,,"Tell Emma, Luis, and Jason about the rumor.","Hey, did you guys hear that Min cheated on her history quiz?",False,Block,Normal,,,,,{{omit}},{{omit}},33.32585;381.9478
74_Player_6,74,6,1,14,,Say “I don’t think you would like it if someone said that about you.”,I don’t think you would like it if someone said that about you.,False,Block,Normal,,,,,{{omit}},{{omit}},366.3478;170.7392
74_Player_7,74,7,1,14,,"Don’t say anything, but tell Zoe, “Stop! The gossiping is getting old” later.",,False,Block,Normal,,,,,{{omit}},{{omit}},171.4782;333.6087
74_Player_8,74,8,1,14,OnTimeout,"Say, “How would you know? Sounds made up.”",How would you know? Sounds made up.,False,Block,Normal,,,,,{{omit}},{{omit}},407.087;324.6522
74_Zoe_9,74,9,14,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},442;247.6956
75_Teacher_0,75,0,12,6,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
75_Teacher_1,75,1,12,6,,,Jason you are falling way behind on your homework. You need to get to work on catching up.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
75_Jason_2,75,2,6,12,,,"Okay, I’ll try to do better.",False,Block,Normal,,,,,{{omit}},{{omit}},30;120
76_Jason_0,76,0,6,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},230;19
76_Player_1,76,1,1,6,OnTimeout,Look away and work on your project.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
76_Player_2,76,2,1,6,,"Say, “Let’s work together and help each other.”",Let’s work together and help each other.,False,Block,Normal,,,,,{{omit}},{{omit}},126;121
76_Player_3,76,3,1,6,,"Say, “You’re kinda dumb.” ",You’re kinda dumb.,False,Block,Normal,,,,,{{omit}},{{omit}},225;67
76_Player_4,76,4,1,6,,"Say, “Do you need me to help you?”",Do you need me to help you?,False,Block,Normal,,,,,{{omit}},{{omit}},326;119
76_Player_5,76,5,1,14,,Whisper to your friend Zoe next to you “What’s wrong with Jason?”,What’s wrong with Jason?,False,Block,Normal,,,,,{{omit}},{{omit}},425;68
76_Jason_6,76,6,6,1,,,Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},126;171
76_Jason_7,76,7,6,1,,,"Maybe later, thanks!",False,Block,Normal,,,,,{{omit}},{{omit}},326;169
77_Teacher_0,77,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
77_Teacher_1,77,1,12,1,,,"You have 10 more seconds to finish your art project, so start wrapping things up!",False,Block,Normal,,,,,{{omit}},{{omit}},30;70
78_Teacher_0,78,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
78_Teacher_1,78,1,12,1,,,Alright! It’s basketball time. Head to the gym when you get finished.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
79_Teacher_0,79,0,12,1,START,,,False,,Normal,,,None(),,{{omit}},{{omit}},30;20
79_Teacher_1,79,1,12,1,,,"Basketball Club is starting soon, you’d better get to the gym!",False,Block,Normal,,,,,{{omit}},{{omit}},30;70
80_Luis_0,80,0,4,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},175;10
80_Luis_1,80,1,4,1,,,"I don’t want to be late for basketball, but I have to go to the bathroom and I don’t know where it is!",False,Block,Normal,,,,,{{omit}},{{omit}},176;58
80_Player_2,80,2,1,4,OnTimeout,Pretend you did not hear.  Keep walking to gym.,,False,Block,Normal,,,,,{{omit}},{{omit}},30;119
80_Player_4,80,4,1,4,,"Say “Don’t worry, I can show you. Follow me.”","Don’t worry, I can show you. Follow me.",False,Block,Normal,,,,,{{omit}},{{omit}},109;176
80_Player_5,80,5,1,4,,Say “It’s just through those doors. You still have time.” ,It’s just through those doors. You still have time.,False,Block,Normal,,,,,{{omit}},{{omit}},238;121
80_Player_6,80,6,1,4,,Say “Not my problem. I don’t want to be late either.” ,Not my problem. I don’t want to be late either.,False,Block,Normal,,,,,{{omit}},{{omit}},433;119
80_Luis_7,80,7,4,1,,,Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},107;227
80_Luis_8,80,8,4,1,,,Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},305;172
81_Teacher_0,81,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
81_Teacher_1,81,1,12,1,,,Head to the Gym.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
82_Coach_0,82,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
82_Coach_1,82,1,13,1,,,You’d better get in line if you don’t want to miss the bus.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
83_Min_0,83,0,3,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},223;15
83_Min_1,83,1,3,1,,,Let’s not let Sofia play basketball tomorrow. She's not very good. ,False,Block,Normal,,,,,{{omit}},{{omit}},222.9011;63
83_Player_2,83,2,1,3,,"Say “No. Why would we do that?""",No. Why would we do that? ,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
83_Player_3,83,3,1,3,,Say “That’s not nice!”  ,That’s not nice!,False,Block,Normal,,,,,{{omit}},{{omit}},143;170
83_Player_4,83,4,1,3,,Stay quiet and wait to see what happens. ,,False,Block,Normal,,,,,{{omit}},{{omit}},228;117
83_Player_6,83,6,1,3,,Say “Okay” and turn your back on Sofia.,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},429;115
83_Min_7,83,7,3,1,,,Hmmph- Fine then. ,False,Block,Normal,,,,,{{omit}},{{omit}},31.13637;240.4546
83_Min_8,83,8,3,1,,,Okay. ,False,Block,Normal,,,,,{{omit}},{{omit}},222.5454;238.1818
84_Jason_0,84,0,6,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},182;16
84_Player_1,84,1,1,6,,"Say, “Do you need help?”",Do you need help?,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
84_Player_3,84,3,1,6,,Stay quiet and look away.,,False,Block,Normal,,,,,{{omit}},{{omit}},176.1304;115.2174
84_Player_4,84,4,1,6,,"Say, ""Hurry up!""",Hurry up!,False,Block,Normal,,,,,{{omit}},{{omit}},366;120
84_Jason_6,84,6,6,1,,,Sure. Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},33;189
84_Player_7,84,7,1,6,,"Say, ""Let's do it together"" and help. ",Let's do it together.,False,Block,Normal,,,,,{{omit}},{{omit}},568;91
85_Kayla_0,85,0,10,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},226;19
85_Kayla_1,85,1,10,1,,,Ah man- where am I going to sit?,False,Block,Normal,,,,,{{omit}},{{omit}},216;67
85_Player_2,85,2,1,10,,"Say, “You can sit by me.”",You can sit by me.,False,Block,Normal,,,,,{{omit}},{{omit}},30;120
85_Player_3,85,3,1,10,,"Move over to make room for Kayla, but don't say anything.",,False,Block,Normal,,,,,{{omit}},{{omit}},121;175
85_Player_4,85,4,1,10,,Avoid looking at Kayla so she doesn’t try to sit by you. ,,False,Block,Normal,,,,,{{omit}},{{omit}},261;123
85_Player_5,85,5,1,10,,Put your backpack next to your seat.,,False,Block,Normal,,,,,{{omit}},{{omit}},449;123
85_Kayla_7,85,7,10,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},23;298
85_Kayla_8,85,8,10,1,,,Thanks. ,False,Block,Normal,,,,,{{omit}},{{omit}},222;246
86_Coach_0,86,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
86_Coach_1,86,1,13,1,,,See you all tomorrow!,False,Block,Normal,,,,,{{omit}},{{omit}},29;70
OutgoingLinks
OriginConvID,OriginID,DestConvID,DestID,ConditionPriority
Number,Number,Number,Number,Special
1,0,1,10,Normal
1,1,1,9,Normal
1,10,1,1,Normal
1,10,1,2,Normal
1,10,1,3,Normal
1,10,1,4,Normal
2,0,2,1,Normal
3,0,3,1,Normal
3,1,3,2,Normal
3,1,3,3,Normal
3,1,3,4,Normal
3,1,3,5,Normal
3,1,3,6,Normal
3,3,3,7,Normal
3,4,3,8,Normal
3,5,3,9,Normal
4,0,4,1,Normal
5,0,5,1,Normal
6,0,6,1,Normal
7,0,7,1,Normal
7,1,7,2,Normal
7,1,7,3,Normal
7,1,7,4,Normal
7,1,7,5,Normal
7,4,7,6,Normal
8,0,8,1,Normal
9,0,9,1,Normal
9,1,9,2,Normal
9,1,9,3,Normal
9,1,9,4,Normal
9,1,9,5,Normal
9,3,9,6,Normal
9,4,9,7,Normal
9,5,9,8,Normal
10,0,10,1,Normal
10,1,10,2,Normal
10,1,10,3,Normal
10,1,10,4,Normal
10,1,10,5,Normal
10,2,10,6,Normal
10,5,10,7,Normal
11,0,11,1,Normal
12,0,12,1,Normal
12,1,12,2,Normal
12,2,12,3,Normal
13,0,13,2,Normal
13,0,13,3,Normal
13,0,13,4,Normal
13,0,13,5,Normal
13,0,13,6,Normal
14,0,14,1,Normal
14,1,14,3,Normal
14,1,14,4,Normal
14,1,14,5,Normal
14,1,14,6,Normal
14,3,14,8,Normal
14,4,14,9,Normal
15,0,15,1,Normal
15,1,15,2,Normal
15,1,15,3,Normal
15,1,15,4,Normal
15,1,15,5,Normal
15,2,15,7,Normal
15,3,15,6,Normal
16,0,16,1,Normal
16,1,16,2,Normal
16,1,16,3,Normal
16,1,16,4,Normal
16,1,16,5,Normal
16,3,16,7,Normal
16,5,16,6,Normal
17,0,17,1,Normal
18,0,18,1,Normal
18,1,18,2,Normal
18,1,18,3,Normal
18,1,18,4,Normal
18,1,18,5,Normal
18,4,18,6,Normal
18,6,18,7,Normal
19,0,19,1,Normal
19,0,19,2,Normal
19,0,19,3,Normal
19,0,19,4,Normal
20,0,20,1,Normal
20,0,20,2,Normal
20,0,20,3,Normal
20,0,20,4,Normal
20,4,20,5,Normal
21,0,21,1,Normal
22,0,22,1,Normal
22,0,22,2,Normal
22,0,22,3,Normal
22,0,22,4,Normal
22,2,22,5,Normal
22,3,22,6,Normal
22,4,22,7,Normal
23,0,23,1,Normal
24,0,24,1,Normal
24,1,24,2,Normal
24,1,24,3,Normal
24,1,24,4,Normal
24,1,24,5,Normal
24,1,24,7,Normal
24,5,24,8,Normal
25,0,25,1,Normal
25,1,25,2,Normal
25,1,25,3,Normal
25,1,25,4,Normal
25,1,25,5,Normal
27,0,27,1,Normal
27,1,27,2,Normal
27,1,27,3,Normal
27,1,27,4,Normal
27,1,27,6,Normal
27,4,27,7,Normal
27,6,27,10,Normal
27,7,27,8,Normal
28,0,28,1,Normal
28,1,28,2,Normal
28,1,28,3,Normal
28,1,28,4,Normal
28,1,28,5,Normal
28,1,28,6,Normal
28,3,28,7,Normal
29,0,29,1,Normal
30,0,30,1,Normal
30,1,30,2,Normal
30,1,30,3,Normal
30,1,30,4,Normal
30,1,30,5,Normal
30,3,30,6,Normal
30,4,30,7,Normal
31,0,31,1,Normal
32,0,32,1,Normal
33,0,33,1,Normal
34,0,34,1,Normal
34,1,34,2,Normal
35,0,35,1,Normal
35,0,35,2,Normal
35,0,35,3,Normal
35,0,35,4,Normal
35,0,35,5,Normal
36,0,36,1,Normal
37,0,37,1,Normal
38,0,38,1,Normal
39,0,39,1,Normal
40,0,40,1,Normal
41,0,41,1,Normal
41,1,41,2,Normal
41,1,41,3,Normal
41,1,41,4,Normal
41,1,41,5,Normal
41,2,41,6,Normal
41,3,41,7,Normal
41,5,41,8,Normal
42,0,42,1,Normal
42,1,42,2,Normal
42,2,42,4,Normal
42,2,42,5,Normal
42,2,42,6,Normal
42,2,42,8,Normal
43,0,43,1,Normal
44,0,44,1,Normal
44,1,44,2,Normal
44,1,44,3,Normal
44,1,44,4,Normal
44,1,44,5,Normal
44,4,44,6,Normal
45,0,45,1,Normal
46,0,46,1,Normal
46,1,46,2,Normal
46,1,46,3,Normal
46,1,46,4,Normal
46,1,46,5,Normal
46,4,46,6,Normal
47,0,47,1,Normal
47,1,47,2,Normal
48,0,48,1,Normal
48,1,48,2,Normal
48,2,48,3,Normal
48,3,48,4,Normal
48,3,48,6,Normal
48,3,48,7,Normal
48,3,48,8,Normal
48,6,48,13,Normal
48,6,48,14,Normal
48,7,48,9,Normal
48,7,48,10,Normal
50,0,50,1,Normal
50,1,50,2,Normal
50,1,50,3,Normal
50,1,50,4,Normal
50,1,50,5,Normal
50,1,50,6,Normal
50,3,50,7,Normal
51,0,51,1,Normal
51,1,51,2,Normal
51,1,51,3,Normal
51,1,51,4,Normal
51,1,51,5,Normal
51,5,51,6,Normal
52,0,52,1,Normal
52,1,52,2,Normal
52,1,52,3,Normal
52,1,52,4,Normal
52,1,52,5,Normal
53,0,53,1,Normal
54,0,54,1,Normal
54,1,54,2,Normal
54,1,54,3,Normal
54,1,54,4,Normal
54,1,54,5,Normal
54,3,54,6,Normal
55,0,55,1,Normal
55,1,55,2,Normal
55,1,55,3,Normal
55,1,55,4,Normal
55,1,55,5,Normal
55,1,55,6,Normal
56,0,56,1,Normal
56,1,56,2,Normal
57,0,57,1,Normal
58,0,58,1,Normal
59,0,59,1,Normal
60,0,60,1,Normal
61,0,61,1,Normal
61,0,61,2,Normal
61,0,61,3,Normal
61,0,61,4,Normal
62,0,62,1,Normal
63,0,63,1,Normal
64,0,64,1,Normal
65,0,65,1,Normal
65,1,65,2,Normal
66,0,66,1,Normal
66,1,66,2,Normal
66,1,66,3,Normal
66,1,66,7,Normal
66,1,66,5,Normal
66,3,66,4,Normal
66,5,66,6,Normal
66,7,66,8,Normal
67,0,67,1,Normal
67,1,67,2,Normal
67,1,67,3,Normal
67,1,67,4,Normal
67,1,67,5,Normal
67,4,67,6,Normal
67,5,67,7,Normal
68,0,68,1,Normal
68,1,68,2,Normal
68,1,68,3,Normal
68,1,68,4,Normal
68,1,68,5,Normal
68,2,68,6,Normal
68,3,68,7,Normal
69,0,69,1,Normal
70,0,70,1,Normal
71,0,71,1,Normal
71,1,71,2,Normal
71,1,71,4,Normal
71,1,71,5,Normal
71,1,71,6,Normal
72,0,72,1,Normal
73,0,73,1,Normal
73,1,73,2,Normal
73,1,73,3,Normal
73,1,73,4,Normal
73,1,73,5,Normal
73,1,73,6,Normal
73,3,73,7,Normal
73,5,73,8,Normal
73,6,73,9,Normal
74,0,74,1,Normal
74,1,74,2,Normal
74,1,74,3,Normal
74,1,74,6,Normal
74,1,74,7,Normal
74,1,74,8,Normal
74,6,74,9,Normal
75,0,75,1,Normal
75,1,75,2,Normal
76,0,76,1,Normal
76,0,76,2,Normal
76,0,76,3,Normal
76,0,76,4,Normal
76,0,76,5,Normal
76,2,76,6,Normal
76,4,76,7,Normal
77,0,77,1,Normal
78,0,78,1,Normal
79,0,79,1,Normal
80,0,80,1,Normal
80,1,80,2,Normal
80,1,80,4,Normal
80,1,80,5,Normal
80,1,80,6,Normal
80,4,80,7,Normal
80,5,80,8,Normal
81,0,81,1,Normal
82,0,82,1,Normal
83,0,83,1,Normal
83,1,83,2,Normal
83,1,83,3,Normal
83,1,83,4,Normal
83,1,83,6,Normal
83,2,83,7,Normal
83,3,83,8,Normal
84,0,84,1,Normal
84,0,84,3,Normal
84,0,84,4,Normal
84,0,84,7,Normal
84,1,84,6,Normal
85,0,85,1,Normal
85,1,85,2,Normal
85,1,85,3,Normal
85,1,85,4,Normal
85,1,85,5,Normal
85,2,85,7,Normal
85,3,85,8,Normal
86,0,86,1,Normal
